0.700	 0.040	 0.000	 0.000	 0.000	 
1.000	 1.000	 1.000	 0.980	 0.900	 
1.000	 1.000	 1.000	 1.000	 0.960	 
1.000	 0.240	 0.000	 0.000	 0.000	 
1.000	 1.000	 1.000	 0.420	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.920	 0.920	 0.900	 0.760	 0.100	 
0.700	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.180	 0.000	 0.000	 0.000	 0.000	 
0.660	 0.000	 0.000	 0.000	 0.000	 
0.240	 0.000	 0.000	 0.000	 0.000	 
1.000	 0.000	 0.000	 0.000	 0.000	 
0.420	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
