1.000	 1.000	 1.000	 1.000	 1.000	 
1.000	 1.000	 1.000	 1.000	 1.000	 
1.000	 1.000	 1.000	 1.000	 1.000	 
1.000	 1.000	 1.000	 1.000	 1.000	 
1.000	 1.000	 1.000	 1.000	 1.000	 
0.998	 0.998	 0.997	 0.996	 0.000	 
1.000	 1.000	 1.000	 1.000	 1.000	 
1.000	 1.000	 1.000	 1.000	 1.000	 
1.000	 0.777	 0.744	 0.668	 0.556	 
1.000	 1.000	 1.000	 1.000	 1.000	 
0.880	 0.803	 0.743	 0.710	 0.697	 
0.895	 0.865	 0.830	 0.767	 0.755	 
0.673	 0.667	 0.667	 0.667	 0.667	 
0.670	 0.667	 0.667	 0.667	 0.667	 
0.708	 0.708	 0.708	 0.708	 0.705	 
0.667	 0.667	 0.667	 0.667	 0.667	 
0.422	 0.417	 0.415	 0.412	 0.412	 
0.477	 0.443	 0.330	 0.087	 0.013	 
0.203	 0.117	 0.040	 0.003	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
