1.000	 1.000	 1.000	 1.000	 1.000	 
1.000	 1.000	 1.000	 1.000	 0.760	 
1.000	 1.000	 1.000	 1.000	 0.940	 
0.240	 0.000	 0.000	 0.000	 0.000	 
1.000	 0.980	 0.460	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.860	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.240	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
