1.000	 1.000	 1.000	 1.000	 1.000	 
1.000	 1.000	 1.000	 1.000	 0.952	 
1.000	 1.000	 1.000	 1.000	 0.940	 
0.685	 0.130	 0.010	 0.005	 0.000	 
1.000	 0.990	 0.650	 0.050	 0.000	 
0.004	 0.000	 0.000	 0.000	 0.000	 
0.989	 0.459	 0.202	 0.030	 0.004	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.110	 0.017	 0.001	 0.000	 0.000	 
0.883	 0.457	 0.048	 0.007	 0.000	 
0.170	 0.023	 0.000	 0.000	 0.000	 
0.010	 0.003	 0.000	 0.000	 0.000	 
0.043	 0.003	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
