1	1	1	1	1	
1	1	1	1	1	
1	1	1	1	1	
1	1	1	1	1	
1	1	1	1	1	
1	1	1	0.998889	0	
0.461667	0.461667	0.461667	0.461667	0.451667	
0.0145679	0.000493827	0	0	0	
0.157315	0.157315	0.157315	0.157037	0.153704	
1	1	1	1	1	
0.676667	0.666667	0.666667	0.666667	0.666667	
0.7025	0.7025	0.7025	0.7025	0.7025	
0.666667	0.663333	0.663333	0.663333	0.663333	
0.666667	0.663333	0.663333	0.663333	0.663333	
0.45	0.43	0.43	0.43	0.43	
0.666667	0.666667	0.666667	0.666667	0.666667	
0.3075	0.3	0.3	0.3	0.3	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
