1.0 1.0 1.0 1.0 1.0 

1.0 1.0 1.0 1.0 1.0 
1.0 1.0 1.0 1.0 1.0 
1.0 1.0 1.0 1.0 0.99 
1.0 1.0 1.0 1.0 1.0 
0.6444444444444444 0.6277777777777778 0.6222222222222222 0.6122222222222222 0.0 
0.8716666666666667 0.7883333333333333 0.6905555555555556 0.6572222222222223 0.6422222222222222 
0.06814814814814815 0.06172839506172839 0.05851851851851852 0.05530864197530864 0.05407407407407407 
0.5875 0.4497222222222222 0.40703703703703703 0.3812037037037037 0.3593518518518518 
1.0 1.0 0.9833333333333333 0.9733333333333333 0.96 
0.93 0.6666666666666667 0.6633333333333333 0.6566666666666667 0.6466666666666667 
0.75 0.7475 0.735 0.725 0.725 
0.7133333333333333 0.6666666666666667 0.6666666666666667 0.66 0.6566666666666667 
0.8133333333333332 0.6233333333333334 0.5733333333333334 0.55 0.53 
0.6525 0.47 0.4325 0.4075 0.3975 
0.61 0.5566666666666666 0.49666666666666665 0.46 0.45666666666666667 
0.285 0.2675 0.255 0.24 0.24 
0.32666666666666666 0.3 0.27 0.26 0.26 
0.19333333333333333 0.18 0.17666666666666667 0.1733333333333333 0.1733333333333333 
0.0775 0.0775 0.0775 0.0775 0.075 
