1	1	1	1	1	
1	1	1	1	1	
1	1	1	1	1	
1	1	1	1	1	
1	1	1	1	1	
0.993333	0.993333	0.993333	0.993333	0	
0.582222	0.582222	0.582222	0.582222	0.581667	
0.611358	0.611358	0.611358	0.610617	0.509877	
0.0118519	0.0118519	0.0118519	0.0117593	0.0117593	
1	1	1	1	1	
0.666667	0.666667	0.666667	0.666667	0.666667	
0.7275	0.7275	0.7275	0.7275	0.7275	
0.67	0.666667	0.666667	0.666667	0.666667	
0.696667	0.666667	0.666667	0.666667	0.666667	
0.3625	0.3525	0.3525	0.3525	0.3525	
0.3	0.286667	0.283333	0.283333	0.283333	
0.06	0.06	0.055	0.055	0.0525	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
