1.000	1.000	1.000	1.000	1.000	
1.000	1.000	1.000	1.000	1.000	
1.000	1.000	1.000	1.000	1.000	
1.000	1.000	1.000	1.000	1.000	
1.000	1.000	1.000	1.000	1.000	
1.000	0.996	0.944	0.681	0.000	
1.000	1.000	0.953	0.901	0.804	
0.411	0.300	0.276	0.198	0.027	
1.000	0.686	0.409	0.279	0.194	
1.000	1.000	1.000	1.000	0.967	
1.000	0.667	0.667	0.667	0.667	
0.838	0.743	0.730	0.705	0.593	
0.997	0.667	0.667	0.667	0.663	
1.000	0.667	0.667	0.667	0.627	
1.000	0.723	0.675	0.640	0.378	
1.000	0.673	0.663	0.663	0.653	
1.000	0.483	0.453	0.438	0.325	
0.997	0.470	0.460	0.460	0.327	
0.273	0.133	0.133	0.127	0.093	
0.000	0.000	0.000	0.000	0.000	
