1.0 1.0 1.0 1.0 1.0 
1.0 1.0 1.0 1.0 1.0 
1.0 1.0 1.0 1.0 1.0 
1.0 1.0 1.0 1.0 0.99 
1.0 1.0 1.0 1.0 1.0 
0.7833333333333333 0.7833333333333333 0.7822222222222223 0.7755555555555556 0.0 
0.5305555555555556 0.5294444444444444 0.5211111111111112 0.5177777777777778 0.5161111111111112 
0.11481481481481481 0.11481481481481481 0.11481481481481481 0.11481481481481481 0.11481481481481481 
0.2823148148148148 0.2775925925925926 0.2737962962962963 0.2728703703703704 0.272037037037037 
1.0 1.0 0.9983333333333333 0.9916666666666667 0.9783333333333333 
0.99 0.9766666666666667 0.97 0.9633333333333333 0.9533333333333333 
0.7875 0.7875 0.7775 0.76 0.76 
0.98 0.9666666666666667 0.9566666666666667 0.95 0.9466666666666668 
0.76 0.75 0.7433333333333333 0.7433333333333333 0.7433333333333333 
0.68 0.6575 0.655 0.655 0.6525 
0.6666666666666667 0.6666666666666667 0.6666666666666667 0.6666666666666667 0.6633333333333333 
0.585 0.585 0.585 0.585 0.5825 
0.34 0.34 0.34 0.34 0.34 
0.5966666666666667 0.5966666666666667 0.5966666666666667 0.5966666666666667 0.5966666666666667 
0.4475 0.4475 0.4475 0.4475 0.425
