1	0.69	0.15	0.11	0.1	
1	1	1	1	1	
1	1	1	1	1	
1	1	1	0.995	0.6	
1	1	1	1	1	
1	1	0.947778	0.0955556	0	
0.701667	0.701111	0.701111	0.701111	0.701111	
0.852346	0.841481	0.705185	0.288148	0.0461728	
0.274722	0.274167	0.274167	0.274074	0.273519	
1	1	1	1	1	
0.666667	0.666667	0.666667	0.666667	0.666667	
0.3675	0.085	0.005	0	0	
0.666667	0.666667	0.666667	0.666667	0.666667	
0.676667	0.666667	0.666667	0.666667	0.666667	
0.7325	0.7025	0.635	0.5275	0.3875	
0.683333	0.666667	0.666667	0.666667	0.666667	
0.555	0.41	0.2925	0.155	0.05	
0.56	0.276667	0.2	0.176667	0.17	
0	0	0	0	0	
0.3575	0.01	0	0	0	
